text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
@kavs86 @kaddle @scotiabank I have half a mind to march in there tomorrow and demand buddy be fired,FALSE,2,MotherofPups,2019-08-08 23:47,FALSE,1.16E+18,1.16E+18,9.04E+17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MotherofPups,0,FALSE,FALSE,NA,NA
@MotherofPups @kavs86 @scotiabank That is absolutely ridiculous. Whoever the hell did that should be fired!!,FALSE,2,MotherofPups,2019-08-08 23:46,FALSE,1.16E+18,1.16E+18,9.04E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kaddle,0,FALSE,FALSE,NA,NA
@kavs86 @kaddle @scotiabank I will never be able to trust them again. I signed nothing. I am seeething.,FALSE,2,kavs86,2019-08-08 23:46,FALSE,1.16E+18,1.16E+18,25099942,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MotherofPups,0,FALSE,FALSE,NA,NA
@MotherofPups @kaddle @scotiabank did the same last year. They think they can act with impunity.,FALSE,2,MotherofPups,2019-08-08 23:45,FALSE,1.16E+18,1.16E+18,9.04E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",kavs86,0,FALSE,FALSE,NA,NA
"@kaddle @scotiabank I am shaking I am so mad. I met with Buddy wednesday, he told me his crazy plan, which I said n… https://t.co/BVEr8hB5Mq",FALSE,2,MotherofPups,2019-08-08 23:45,TRUE,1.16E+18,1.16E+18,9.04E+17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MotherofPups,0,FALSE,FALSE,NA,NA
@kaddle @scotiabank Going to RBC next week. Their MD plan seems better anyways and I cannot trust these people anymore.,FALSE,3,kaddle,2019-08-08 23:41,FALSE,1.16E+18,1.16E+18,41887216,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MotherofPups,0,FALSE,FALSE,NA,NA
"@MotherofPups @scotiabank We’ve just left them too, extreme incompetence cost us the house we really wanted to buy… https://t.co/jo2oxV3cmc",FALSE,3,MotherofPups,2019-08-08 23:35,TRUE,1.16E+18,1.16E+18,9.04E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kaddle,0,FALSE,FALSE,NA,NA
"Extremely mad at @scotiabank, who went against my wishes and changed my bank accounts without my authorization. Sor… https://t.co/rwAK9yqINo",FALSE,17,NA,2019-08-08 23:23,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MotherofPups,1,FALSE,FALSE,NA,NA
"What does e-transfer from @BMO take forever, where as from @scotiabank its instant? Frikkin annoying :/ @INTERAC",FALSE,0,NA,2019-08-08 23:19,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",PixelSurgery,0,FALSE,FALSE,NA,NA
So @Scotiabank I challenge you to match this offer. I'll DM you my account number. https://t.co/JC7svOepN2,FALSE,2,NA,2019-08-08 23:16,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Cinevoice,0,FALSE,FALSE,NA,NA
I'm gonna be seeing The Jonas Brothers: Happiness Begins Tour in Toronto on August 24th at the Scotiabank Arena https://t.co/oU5GAQQ1RK,FALSE,0,NA,2019-08-08 23:10,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",jedfarcry223,0,FALSE,FALSE,NA,NA
"@yilmazk62681991 @myownadvisor @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Thanks, just 1%? <U+0001F600>",FALSE,0,yilmazk62681991,2019-08-08 23:09,FALSE,1.16E+18,1.16E+18,2218433024,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",67Dodge,0,FALSE,FALSE,NA,NA
@myownadvisor @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Mark you alwa… https://t.co/3XAoFR70P0,FALSE,1,myownadvisor,2019-08-08 23:07,TRUE,1.16E+18,1.16E+18,367418636,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",67Dodge,0,FALSE,FALSE,NA,NA
@scotiabank  wanna take notes https://t.co/miTgoD4fP5,FALSE,0,scotiabank,2019-08-08 23:07,FALSE,NA,1.16E+18,19638600,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",lexjkenn,0,FALSE,FALSE,NA,NA
@yilmazk62681991 @67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Y… https://t.co/DILqt3lT6H,FALSE,0,yilmazk62681991,2019-08-08 22:52,TRUE,1.16E+18,1.16E+18,2218433024,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",myownadvisor,0,FALSE,FALSE,NA,NA
@myownadvisor @67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Home… https://t.co/uEHJkaYSVP,FALSE,1,myownadvisor,2019-08-08 22:50,TRUE,1.16E+18,1.16E+18,367418636,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",yilmazk62681991,0,FALSE,FALSE,NA,NA
"OPENING: THE KITCHEN assembles a vicious ensemble (@TiffanyHaddish, Melissa McCarthy + Elizabeth Moss) in a 1970s-s… https://t.co/R8GBzv8bYV",FALSE,1,NA,2019-08-08 22:50,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",HalifaxCinema,0,FALSE,FALSE,NA,NA
RT @myownadvisor: @67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Seems to be a decent car…,FALSE,0,NA,2019-08-08 22:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",JonChevreau,1,TRUE,FALSE,NA,NA
@myownadvisor @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank I agree. A se… https://t.co/w3MUoUv2O3,FALSE,1,myownadvisor,2019-08-08 22:48,TRUE,1.16E+18,1.16E+18,367418636,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",67Dodge,0,FALSE,FALSE,NA,NA
@67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Seems to be a dece… https://t.co/en60oRctuZ,FALSE,3,67Dodge,2019-08-08 22:45,TRUE,1.16E+18,1.16E+18,28217100,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",myownadvisor,1,FALSE,FALSE,NA,NA
"RT @annexcatrescue: To join ACR Team 2019 on October 20 in the Scotiabank Toronto Waterfront Marathon, go to https://t.co/4XodmQFFDx.  To s…",FALSE,0,NA,2019-08-08 22:43,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Catsruleandrock,3,TRUE,FALSE,NA,NA
RT @myownadvisor: @67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek The good - a grandfathered 1.5% cash…,FALSE,0,NA,2019-08-08 22:43,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",JonChevreau,1,TRUE,FALSE,NA,NA
"#DominionLendingCenterMortgageHouse https://t.co/Jy28lruaMm RT ScotiaBank Do you scream for ice cream?
<U+0001F366> 
Check out… https://t.co/sz6godXnLD",FALSE,0,NA,2019-08-08 22:42,TRUE,NA,1.16E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",mortgage_done,0,FALSE,FALSE,NA,NA
"@myownadvisor @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek @scotiabank Thanks Mark,… https://t.co/JKZ4tbrEgk",FALSE,0,myownadvisor,2019-08-08 22:41,TRUE,1.16E+18,1.16E+18,367418636,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",67Dodge,0,FALSE,FALSE,NA,NA
@67Dodge @TheDividendGuy @FrugalTrader @PassiveCndIncom @JonChevreau @The_Money_Geek The good - a grandfathered 1.5… https://t.co/ri0kC891nu,FALSE,3,67Dodge,2019-08-08 22:39,TRUE,1.16E+18,1.16E+18,28217100,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",myownadvisor,1,FALSE,FALSE,NA,NA
Big news for Team Cassie and Friends' and kids living with rheuamtic diseases from the Calgary Marathon and Scotiab… https://t.co/psbmDITJ6C,FALSE,5,NA,2019-08-08 22:24,TRUE,NA,1.16E+18,NA,"<a href=\http://www.mailchimp.com\"" rel=\""nofollow\"">Mailchimp</a>""",CAFsociety,1,FALSE,FALSE,NA,NA
"OPENING: Simon Curtis directs and adaptation of novel THE ART OF RACING IN THE RAIN, and the dog is voiced by Kevin… https://t.co/0RI7joGXpO",FALSE,0,NA,2019-08-08 22:20,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",HalifaxCinema,0,FALSE,FALSE,NA,NA
RT @MissiNewsRoom: Police are searching for a suspect who allegedly threatened employees with a knife this afternoon during a robbery at a…,FALSE,0,NA,2019-08-08 22:12,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Jimmy2James,1,TRUE,FALSE,NA,NA
Hey @TheBrayD and @daviePortman do either you know if the Scotiabank place allows backpacks? After takeover I'm goi… https://t.co/Nmk4CIGyHB,FALSE,0,NA,2019-08-08 22:07,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",EvanRoctoRose,0,FALSE,FALSE,NA,NA
Soon to be renamed “Scotiabank Georges Island!” https://t.co/U1r6ai5y9V,FALSE,21,NA,2019-08-08 22:03,FALSE,NA,1.16E+18,NA,"<a href=\http://www.echofon.com/\"" rel=\""nofollow\"">Echofon</a>""",John_Gillis,1,FALSE,FALSE,NA,NA
"RT @allan_crawshaw: TD, RBC &amp; Scotiabank are among the top 10 banks in the world in fossil fuel investment. In terms of investment in tar s…",FALSE,0,NA,2019-08-08 22:00,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",allan_crawshaw,16,TRUE,FALSE,NA,NA
Your @ForgeFCHamilton are in Guatemala tonight facing Antigua GFC in the second leg of the Scotiabank @concacaf Cha… https://t.co/E4QcDbLSPO,FALSE,0,NA,2019-08-08 22:00,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",HamTodaySports,0,FALSE,FALSE,NA,NA
"OPENING: Isabela Moner stars as a very famous explorer in DORA AND THE LOST CITY OF GOLD, from director James Bobin… https://t.co/5zY5r7avyW",FALSE,0,NA,2019-08-08 21:45,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",HalifaxCinema,0,FALSE,FALSE,NA,NA
RT @Chrestontalks: Scotiabank Arena Reno underway https://t.co/cBdApLkLXI,FALSE,0,NA,2019-08-08 21:34,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",WillontheRadio,2,TRUE,FALSE,NA,NA
"A Conversation With President .<U+2066>@BarackObama<U+2069> - In Halifax NS, Wednesday November 13, 2019 - SOLD OUT. Damn, I woul… https://t.co/Hii1tQNTQY",FALSE,1,NA,2019-08-08 21:31,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",NovaScotiaLive,0,FALSE,FALSE,NA,NA
Patterson-UTI Energy $PTEN Downgraded to Sector Perform at Scotiabank https://t.co/1qbLrRrCvp,FALSE,0,NA,2019-08-08 21:30,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
Called a top executive at scotiabank..and told him my issue..the take away...@ScotiaCaribbean is not in the busines… https://t.co/hTbLkoAEy2,FALSE,1,NA,2019-08-08 21:30,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",spielgist,0,FALSE,FALSE,NA,NA
RT @LiiQx: @xJuaana As you get one you going lose them.. Scotiabank turnover staff every 2 weeks,FALSE,0,NA,2019-08-08 21:29,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",pashunfruit_,2,TRUE,FALSE,NA,NA
Banco Macro $BMA Coverage Initiated by Analysts at Scotiabank https://t.co/hvdIg6uMhG,FALSE,0,NA,2019-08-08 21:27,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",dailypoliticaln,0,FALSE,FALSE,NA,NA
Grupo Financiero Galicia $GGAL Receives New Coverage from Analysts at Scotiabank  https://t.co/akZycGPlyU,FALSE,0,NA,2019-08-08 21:24,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",stocknewstimes,0,FALSE,FALSE,NA,NA
Scotiabank Arena Reno underway https://t.co/cBdApLkLXI,FALSE,5,NA,2019-08-08 21:24,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Chrestontalks,2,FALSE,FALSE,NA,NA
Grupo Financiero Galicia $GGAL Receives New Coverage from Analysts at Scotiabank https://t.co/C0e2JwIyAh,FALSE,0,NA,2019-08-08 21:23,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",macondailynews,0,FALSE,FALSE,NA,NA
Police are searching for a suspect who allegedly threatened employees with a knife this afternoon during a robbery… https://t.co/hBhqaFkhz7,FALSE,0,NA,2019-08-08 21:18,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MissiNewsRoom,1,FALSE,FALSE,NA,NA
RT @markthamonk: I wish scotiabank would notify me when money goes.. into my account,FALSE,0,NA,2019-08-08 21:13,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",BWolmers,40,TRUE,FALSE,NA,NA
RT @markthamonk: I wish scotiabank would notify me when money goes.. into my account,FALSE,0,NA,2019-08-08 21:09,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AshleyAzia,40,TRUE,FALSE,NA,NA
OPENING: The @RealGDT-produced SCARY STORIES TO TELL IN THE DARK attempts to jolt you out of the mid-August cinemat… https://t.co/xYClXtzPXP,FALSE,0,NA,2019-08-08 21:05,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",HalifaxCinema,0,FALSE,FALSE,NA,NA
@vanmediagal Have you tried Sushi Cafe Kitchen? 650 Georgia St (Vancouver Centre Mall under Scotiabank tower). The… https://t.co/hf9uCuauWV,FALSE,0,vanmediagal,2019-08-08 20:59,TRUE,1.16E+18,1.16E+18,20420251,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JessicaRozitis,0,FALSE,FALSE,NA,NA
RT @markthamonk: I wish scotiabank would notify me when money goes.. into my account,FALSE,0,NA,2019-08-08 20:50,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",YoCuppaTee,40,TRUE,FALSE,NA,NA
"Do you scream for ice cream?
<U+0001F366> 
Check out the 10 best cities in the world to eat ice cream! 
<U+0001F366> 
What’s your favourite flavour?",FALSE,1,NA,2019-08-08 20:47,FALSE,NA,1.16E+18,NA,"<a href=\https://prod1.sprinklr.com\"" rel=\""nofollow\"">Sprinklr Publishing</a>""",scotiabank,1,FALSE,FALSE,NA,NA
"After the Raptors recent title victory, it looks like Scotiabank Arena is in store for a massive upgrade. #Toronto

https://t.co/BmHGijH7QE",FALSE,0,NA,2019-08-08 20:47,FALSE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MichaelOBHouses,0,FALSE,FALSE,NA,NA
"@ScotiabankHelps your guys at Scotiabank México are a bunch od inepts, they had internal issues with your systems s… https://t.co/ukdcK17XI9",FALSE,0,ScotiabankHelps,2019-08-08 20:46,TRUE,NA,1.16E+18,284029219,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",chamuquito,0,FALSE,FALSE,NA,NA
"RT @conman167: Looking to do a mini fan meetup at #SummerSlam on the Sunday just outside the Scotiabank Arena. 

Myself and @BobsRasslin wi…",FALSE,0,NA,2019-08-08 20:45,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",BobsRasslin,2,TRUE,FALSE,NA,NA
RT @markthamonk: I wish scotiabank would notify me when money goes.. into my account,FALSE,0,NA,2019-08-08 20:45,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",catt_sunbeam,40,TRUE,FALSE,NA,NA
RT @markthamonk: I wish scotiabank would notify me when money goes.. into my account,FALSE,0,NA,2019-08-08 20:43,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",sonofabyrd,40,TRUE,FALSE,NA,NA
"RT @Concacaf: Scotiabank Concacaf League continues tonight! AS Capoise hosts SV Robinhood tonight at 8pm ET. 

Who’s going to advance to th…",FALSE,0,NA,2019-08-08 20:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ShaTobar,4,TRUE,FALSE,NA,NA
Dear @scotiabank @ScotiabankHelps calling me at work and expecting me to make on-the-spot decisions about investing… https://t.co/jDRn3251WS,FALSE,2,NA,2019-08-08 20:42,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",FOHAdvisorLiz,0,FALSE,FALSE,NA,NA
I wish scotiabank would notify me when money goes.. into my account,FALSE,79,NA,2019-08-08 20:41,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",markthamonk,40,FALSE,FALSE,NA,NA
@JeffMarshallNL Scotiabank: they're richer than you think.,FALSE,3,JeffMarshallNL,2019-08-08 20:41,FALSE,1.16E+18,1.16E+18,472148776,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",jayem1978,0,FALSE,FALSE,NA,NA
RT @TheTorontoSun: WWE SummerSlam: Things about to heat up at Scotiabank Arena https://t.co/GQFElgqXkE https://t.co/1W1gNIwhku,FALSE,0,NA,2019-08-08 20:39,FALSE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",RobCairns,0,FALSE,FALSE,NA,NA
When my phone give me a email notification from Scotiabank https://t.co/lLJcwfNu7u,FALSE,4,NA,2019-08-08 20:39,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",markthamonk,0,FALSE,FALSE,NA,NA
WWE SummerSlam: Things about to heat up at Scotiabank Arena https://t.co/n5CtHQCev4 https://t.co/si1q7iAlOV,FALSE,2,NA,2019-08-08 20:37,FALSE,NA,1.16E+18,NA,"<a href=\https://www.echobox.com\"" rel=\""nofollow\"">Echobox Social</a>""",TheTorontoSun,0,FALSE,FALSE,NA,NA
"@ColeyHarvey @madbubbles <U+0001F633>Did you!!??

I went out about 11am. Walked down to the Scotiabank Arena, wandered around… https://t.co/HqofxZTv22",FALSE,0,ColeyHarvey,2019-08-08 20:33,TRUE,1.16E+18,1.16E+18,12794312,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",SportsFYI,0,FALSE,FALSE,NA,NA
Here's my @TheTorontoSun write-up about this Sunday's @SummerSlam #SummerSlam https://t.co/Ww7dcUgZSy,FALSE,1,NA,2019-08-08 20:17,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",TheEddieChau,0,FALSE,FALSE,NA,NA
"RT @andrepiper89: For those who are job hunting.
Check out this job at Scotiabank: https://t.co/jpN9gKu8vi",FALSE,0,NA,2019-08-08 20:10,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ZimiDon,12,TRUE,FALSE,NA,NA
"@DezTweets @kazumar97 @theScore @Raptors I'm not 100% sure about that . MLSE owns Scotiabank arena though, don't se… https://t.co/uid5joTYOU",FALSE,3,DezTweets,2019-08-08 20:00,TRUE,1.16E+18,1.16E+18,8.78E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",T0BeHuman,1,FALSE,FALSE,NA,NA
"@barbarahorning Your awesome, thank you Barbara,nice meeting you at Scotiabank",FALSE,0,barbarahorning,2019-08-08 19:53,FALSE,1.16E+18,1.16E+18,36875659,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MooreInfamous,0,FALSE,FALSE,NA,NA
"RT @HobbyPundit: @CPC_HQ So false. 

Deficits are solved by higher tax revenues, not higher tax rates. Strong economy provides greater taxe…",FALSE,0,NA,2019-08-08 19:52,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",SoMersVick,4,TRUE,FALSE,NA,NA
@HRMFireNews This lines up with the “false alarm” at the Damascus Scotiabank this morning. At least 8 cruisers (HRP… https://t.co/VRHVRuyuml,FALSE,1,HRMFireNews,2019-08-08 19:47,TRUE,1.16E+18,1.16E+18,4159788513,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DarcyJay,0,FALSE,FALSE,NA,NA
"RT @buzi2011: Ethiopia's Kuma Siblings To Race Scotiabank Toronto Waterfront Marathon
https://t.co/8E1PBjJKHh https://t.co/yKcp4ClApC",FALSE,0,NA,2019-08-08 19:42,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",polepolesana,2,TRUE,FALSE,NA,NA
