text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @goknickstape: Imagine you just wanting to play and have fun representing your country and you have to play Prime Kobe and Prime Lebron…,FALSE,0,NA,2019-08-05 21:55,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,16221,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:52,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jenelainexo,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:50,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TobascoFlames,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:50,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LeilaniOrange,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LoveTesha9,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Tna_212,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:47,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",StephanieGoji,477,TRUE,FALSE,NA,NA
If you not my brothas  DJ or engineer you have no reason to talk to me dnd for everyone except them <U+0001F4AF>,FALSE,1,NA,2019-08-05 21:47,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:45,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ThatNiggaBrent_,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:44,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cip_rin_,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",natoya_lashay,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",UnC0mmNCourTC,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",giftedLu,477,TRUE,FALSE,NA,NA
RT @ikeunoo: Fuck a bag bitch get a CLUE https://t.co/WFmesMqWH7,FALSE,0,NA,2019-08-05 21:40,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,13603,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:40,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",likthechampagne,477,TRUE,FALSE,NA,NA
"DONT TELL ANYONE HOW YOU FEEL EVER , THATS HOW YOU PROTECT YOURSELF !",FALSE,2,NA,2019-08-05 21:40,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,2,FALSE,FALSE,NA,NA
RT @adam22: I would honestly like to meet his dead locs https://t.co/q4R4tWAeMG,FALSE,0,NA,2019-08-05 21:38,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,3094,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:38,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",thesalteater,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:37,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SaudaAinra,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:36,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sneakfreak_anc,477,TRUE,FALSE,NA,NA
Ari Lennox - BMO (Clean) -----&gt; Click link 2 listen @Beat947fm(https://t.co/nylLOszmfA),FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://mybeat947.com\"" rel=\""nofollow\"">Beat 94.7fm </a>""",Beat947fm,0,FALSE,FALSE,NA,NA
Now Playing : Ari Lennox - BMO (Clean) -----&gt; Click link 2 listen (https://t.co/nLtbh6LAur),FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://mybeat947.com\"" rel=\""nofollow\"">Hot 107.9 fm</a>""",704djs,0,FALSE,FALSE,NA,NA
Now Playing : Ari Lennox - BMO (Clean) -----&gt; Click link 2 listen (https://t.co/nylLOszmfA),FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://mybeat947.com\"" rel=\""nofollow\"">704djs song post</a>""",Beat947fm,0,FALSE,FALSE,NA,NA
Now Playing : Ari Lennox - BMO (Clean) -----&gt; Click link 2 listen @Beat947fm(https://t.co/IFv89ROhu4),FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://mybeat947.com\"" rel=\""nofollow\"">704djs song post</a>""",Beat947fm,0,FALSE,FALSE,NA,NA
Now Playing : Ari Lennox - BMO (Clean) -----&gt; Click link 2 listen @Beat947fm(https://t.co/Mihye3NZvt),FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://mybeat947.com\"" rel=\""nofollow\"">Hot 107.9 fm</a>""",704djs,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:35,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",liora_symone,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:34,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",CyrilKDA,477,TRUE,FALSE,NA,NA
@AriLennox where’s that bmo music video <U+0001F62D>?,FALSE,0,AriLennox,2019-08-05 21:33,FALSE,NA,1.16E+18,39878074,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",annalee1106,0,FALSE,FALSE,NA,NA
BMO Capital Markets Trims Chemours $CC Target Price to $31.00 https://t.co/O8p3k75b9m #stocks,FALSE,0,NA,2019-08-05 21:33,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
BMO Capital Markets Increases Square $SQ Price Target to $92.00 https://t.co/lDuHgIFL9S #stocks,FALSE,0,NA,2019-08-05 21:33,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
MEDNAX $MD PT Lowered to $25.00 at BMO Capital Markets https://t.co/9BAhOhp6AN #stocks,FALSE,0,NA,2019-08-05 21:33,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
Nexa Resources $NEXA Price Target Cut to $14.75 by Analysts at BMO Capital Markets https://t.co/lh3J6sppb8 #stocks,FALSE,0,NA,2019-08-05 21:33,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
Restaurant Brands International $QSR Price Target Increased to $84.00 by Analysts at BMO Capital Markets https://t.co/PGLhVJESb1 #stocks,FALSE,0,NA,2019-08-05 21:32,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
@genymoneyca Thank you <U+0001F60A>! I’m happy I was able to add to my $BMO and $RY positions. Have you been buying anything lately?,FALSE,3,genymoneyca,2019-08-05 21:30,FALSE,1.16E+18,1.16E+18,8.56E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AllAboutTheDivi,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:29,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sarcastic_soul_,477,TRUE,FALSE,NA,NA
We got Bas's Tiny Desk and Ari's Colors performances today and the BMO video tomorrow. No label is working as hard as @Dreamville.,FALSE,1,NA,2019-08-05 21:27,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",rhy_brew,0,FALSE,FALSE,NA,NA
i can’t find my damn bmO POWer bANK AAAAA https://t.co/NZIVUP19CQ,FALSE,0,NA,2019-08-05 21:26,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",judewaffle,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:26,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",polarbby,477,TRUE,FALSE,NA,NA
How Buhari Lifted Over 5 Million Nigerians From Poverty – BMO https://t.co/WNQCOB3MyS,FALSE,0,NA,2019-08-05 21:25,FALSE,NA,1.16E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",AbusidiquBlog,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:25,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",PrinceOfLorton,477,TRUE,FALSE,NA,NA
RT @bmo_boss: https://t.co/XzMRZXmHnh VIDEO OUT NOW<U+0001F5E3><U+0001F37D> https://t.co/kz2ib35Kfp,FALSE,0,NA,2019-08-05 21:25,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bmo_boss,6,TRUE,FALSE,NA,NA
SUBSCRIBE FOR MORE MUSIC https://t.co/KBYAT397os,FALSE,0,NA,2019-08-05 21:24,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bmo_boss,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:24,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",zericho14,477,TRUE,FALSE,NA,NA
Ari Lennox - BMO (Official Music Video) https://t.co/M6frph8Tfe via @YouTube can't wait!!,FALSE,0,NA,2019-08-05 21:23,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",sucka4Pups,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:23,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",w0ahkenny,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:22,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AprilBreee,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:21,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Heyysydd,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:21,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",igotjams,477,TRUE,FALSE,NA,NA
Instead of Ari Lennox to drop this BMO vid :/,FALSE,0,NA,2019-08-05 21:21,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",hannah_mk,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:21,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MaandaPandaa,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:19,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",devine_ky,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:17,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",__Hotgirldes,477,TRUE,FALSE,NA,NA
"I can hear @southcentralJAG on @AriLennox song \BMO\"" that beat is literally calling your name I think you should body it <U+0001F4AA>""",FALSE,0,NA,2019-08-05 21:17,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",DenyyShotty,0,FALSE,FALSE,NA,NA
Bro this shit been getting out of hand recently https://t.co/74P9CVdRgM,FALSE,11,NA,2019-08-05 21:17,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Bmo_HarrisBank,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:16,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_Mandisimo__,477,TRUE,FALSE,NA,NA
"RT @CanadaSoccerEN: Saturday 7 September
20.00 local - Canada vs Cuba - BMO Field, Canada
<U+0001F39F><U+FE0F> https://t.co/vKxI49IXxy

Tuesday 10 September…",FALSE,0,NA,2019-08-05 21:15,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",rienquivaille,5,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:15,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Sumayyah1402,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:14,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DarnellCRagland,477,TRUE,FALSE,NA,NA
$GS 18-Oct-19 ATM Implied Volatility is up +12.7% to 28.1. Straddle Implies a Move of ±10.3%. Earnings Oct 15 BMO. https://t.co/ngLgQTm3Wu,FALSE,0,NA,2019-08-05 21:11,FALSE,NA,1.16E+18,NA,"<a href=\https://marketchameleon.com\"" rel=\""nofollow\"">Market Chameleon Option Trades</a>""",MC_OptionTrades,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:10,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",___Dmoney___,477,TRUE,FALSE,NA,NA
#M1uRadio - The Chopstars - BMO (Chopnotslop Remix)  - #NowPlaying on https://t.co/EiiAqTcWxB,FALSE,0,NA,2019-08-05 21:09,FALSE,NA,1.16E+18,NA,"<a href=\https://m1uradio.com\"" rel=\""nofollow\"">M1 Underground Radio</a>""",m1uradio,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:05,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",loudjosi,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:04,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",emi4497,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:03,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_thatgirltori__,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 21:03,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",jazzsuccess,477,TRUE,FALSE,NA,NA
"RT @TorontoRehab: Our #MondayMotivation is to sign-up for Rocket Ride for Rehab Presented by BMO!

Don’t miss Rocket Ride for Rehab @FirstC…",FALSE,0,NA,2019-08-05 21:02,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",MilosRPopovic,1,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:59,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",saucefather_,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:59,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",rae_israre,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:59,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",tahtow,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:58,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",OPM_K,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:58,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",juuknew,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:57,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",vibesiq,477,TRUE,FALSE,NA,NA
Did @AriLennox drop the BMO video? I need something to look forward to,FALSE,0,NA,2019-08-05 20:57,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",peacewest,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:55,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bougie_yas,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:55,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",_taaayluh,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:53,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Osei_Sei,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:52,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",eunicekristen,477,TRUE,FALSE,NA,NA
Molson Coors Brewing $TAP Price Target Increased to $65.00 by Analysts at BMO Capital Markets https://t.co/Pebg4cTM6Y,FALSE,0,NA,2019-08-05 20:51,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",macondailynews,0,FALSE,FALSE,NA,NA
Molson Coors Brewing $TAP Price Target Increased to $65.00 by Analysts at BMO Capital Markets https://t.co/yVu5iAsUIJ,FALSE,0,NA,2019-08-05 20:51,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",TheMarketsDaily,0,FALSE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:51,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",katterpillarr,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:50,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AngellllOf_Mine,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LuckyiiMe,477,TRUE,FALSE,NA,NA
RT @TeamDreamville: Ari Lennox is dropping the “BMO” video tomorrow <U+0001F440> https://t.co/JxTUdz2I7l,FALSE,0,NA,2019-08-05 20:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Tweetin_N_Peace,477,TRUE,FALSE,NA,NA
