text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"Broadway In Chicago will honor the Tony Award-winning director and producer, who passed away at the age of 91 today… https://t.co/NI0YCXcHWS",FALSE,60,NA,2019-07-31 22:46,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",broadwaychicago,9,FALSE,FALSE,NA,NA
A CIBC grant to the University of Windsor's Department of Kinesiology may reduce deaths from cancer.… https://t.co/Tgn0wj9yfR,FALSE,0,NA,2019-07-31 22:21,TRUE,NA,1.16E+18,NA,"<a href=\https://social.zoho.com\"" rel=\""nofollow\"">Zoho Social</a>""",WindsorOnChiro,0,FALSE,FALSE,NA,NA
Fed opted to act now and ask questions later – CIBC https://t.co/VLig448N7z https://t.co/s7ZhNdaFyJ,FALSE,0,NA,2019-07-31 22:03,FALSE,NA,1.16E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",Nobears_Nobulls,0,FALSE,FALSE,NA,NA
Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/RZYK47naU0,FALSE,0,NA,2019-07-31 21:36,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",mattpeschkeWG,0,FALSE,FALSE,NA,NA
"There is no such thing as unlimited banking.  

Banking is not a 'feeling matter'  

@ScottTerrioHMA @globeandmail… https://t.co/5WEgWeHnjE",FALSE,0,NA,2019-07-31 21:33,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Radio_Shorts,0,FALSE,FALSE,NA,NA
@cibc There is no such thing as unlimited banking.,FALSE,0,cibc,2019-07-31 21:29,FALSE,1.16E+18,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Radio_Shorts,0,FALSE,FALSE,NA,NA
@born2skinny I vouch CIBC,FALSE,0,born2skinny,2019-07-31 21:28,FALSE,1.16E+18,1.16E+18,1.06E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Zuchi_sbcr,0,FALSE,FALSE,NA,NA
CIBC FIRSTCARIBBEAN STAFF GOES BEYOND THE CALL OF DUTY - https://t.co/uX5ArxPvMf https://t.co/49uXae1M7q,FALSE,0,NA,2019-07-31 21:27,FALSE,NA,1.16E+18,NA,"<a href=\https://news784.com/\"" rel=\""nofollow\"">NEWS784</a>""",News_784,0,FALSE,FALSE,NA,NA
@Radio_Shorts Hi there! Thank you for reaching out. This particular commercial was intended as a lighthearted examp… https://t.co/OUE7TH3ZAK,FALSE,0,Radio_Shorts,2019-07-31 21:22,TRUE,1.16E+18,1.16E+18,8.40E+17,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
Fed opted to act now and ask questions later – CIBC https://t.co/pWemGzqRBf,FALSE,0,NA,2019-07-31 21:19,FALSE,NA,1.16E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",UWCFXpartner,0,FALSE,FALSE,NA,NA
"$3K AVAILABE, If you got: 
v RBC 
v Scotiabank, 
v BMO, 
v CIBC and others For Canadians.....
 For people that got… https://t.co/9f8wCOcWNB",FALSE,1,NA,2019-07-31 21:14,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",CosK14543431,0,FALSE,FALSE,NA,NA
Switching our last account from @cibc because of this most ridiculous outreach to milennials. https://t.co/ULAvvVRM53,FALSE,0,NA,2019-07-31 21:09,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Radio_Shorts,0,FALSE,FALSE,NA,NA
USD: July FOMC: The Devil In The Details Of The Decision's Voting - CIBC - https://t.co/GuL169nWEg,FALSE,0,NA,2019-07-31 21:00,FALSE,NA,1.16E+18,NA,"<a href=\http://oysttyer.github.io/oysttyer/\"" rel=\""nofollow\"">oysttyer</a>""",eFXdata,1,FALSE,FALSE,NA,NA
RT @FXstreetNews: Fed opted to act now and ask questions later - CIBC https://t.co/4Y68dJ26Qg #Fed #Banks,FALSE,0,NA,2019-07-31 20:49,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Turfline,2,TRUE,FALSE,NA,NA
Sometimes mi feel fi switch from NCB to JN or CIBC,FALSE,1,NA,2019-07-31 20:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",born2skinny,0,FALSE,FALSE,NA,NA
Adams Natural Resources Fund $PEO Stock Rating Reaffirmed by CIBC https://t.co/wxo0ZB6WwR,FALSE,0,NA,2019-07-31 20:23,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ThisLincolnian,0,FALSE,FALSE,NA,NA
Adams Natural Resources Fund $PEO Stock Rating Reaffirmed by CIBC https://t.co/QZl5yaiDn0,FALSE,0,NA,2019-07-31 20:23,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
"Whether you’re purchasing your first or next home or perhaps you are interested in an income property, you’ll be ma… https://t.co/kLFDBVZvlD",FALSE,0,NA,2019-07-31 20:03,TRUE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",CIBCShila,0,FALSE,FALSE,NA,NA
Use our Mortgage Affordability Calculator to determine the house price that fits your budget.… https://t.co/ymg4Fjwwnw,FALSE,0,NA,2019-07-31 20:03,TRUE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",CIBCShila,0,FALSE,FALSE,NA,NA
@DocDisa I'm glad we were able to help you in your difficult time Mandisa. It's our pleasure to assist you and that… https://t.co/YvMhaRp9mz,FALSE,0,DocDisa,2019-07-31 20:03,TRUE,1.16E+18,1.16E+18,35279612,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
CIBC Raises Tc Pipelines $TRP Price Target to C$70.00 https://t.co/ZKlgRx1CFt #stocks,FALSE,0,NA,2019-07-31 20:02,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",AmericanBanking,0,FALSE,FALSE,NA,NA
https://t.co/pl6jTFiKKz Fed opted to act now and ask questions later - CIBC,FALSE,0,NA,2019-07-31 20:00,FALSE,NA,1.16E+18,NA,"<a href=\https://www.fxbook.org\"" rel=\""nofollow\"">FxBookLTTG</a>""",FxBookLTTG,0,FALSE,FALSE,NA,NA
Fed opted to act now and ask questions later - CIBC - https://t.co/mAHY5IIwKP,FALSE,0,NA,2019-07-31 19:57,FALSE,NA,1.16E+18,NA,"<a href=\http://www.forexcrunch.com\"" rel=\""nofollow\"">Forex Crunch</a>""",forexcrunch,0,FALSE,FALSE,NA,NA
@cibc if you understand markets you know thats really too little too late.,FALSE,0,cibc,2019-07-31 19:55,FALSE,1.16E+18,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",jonnydoesntknow,0,FALSE,FALSE,NA,NA
Fed opted to act now and ask questions later - CIBC https://t.co/4Y68dJ26Qg #Fed #Banks,FALSE,2,NA,2019-07-31 19:52,FALSE,NA,1.16E+18,NA,"<a href=\http://www.fxstreet.com/\"" rel=\""nofollow\"">FXstreet.com</a>""",FXstreetNews,2,FALSE,FALSE,NA,NA
Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/FkdrZ6GRHK,FALSE,0,NA,2019-07-31 19:52,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",MelissaMcHaleWG,0,FALSE,FALSE,NA,NA
"@jonnydoesntknow Hi again, You should be able to log into your Investors Edge now. For your convenience, here is a… https://t.co/tygfgqsSYs",FALSE,0,jonnydoesntknow,2019-07-31 19:48,TRUE,1.16E+18,1.16E+18,2719705279,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@DocDisa Hi Mandisa! I'm delighted to read that we were able to be there for you in your time of need! If you need… https://t.co/BolILqKbBe,FALSE,1,DocDisa,2019-07-31 19:46,TRUE,1.16E+18,1.16E+18,35279612,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
The help I needed through Twitter DMs live chat and at one point had the guy talking to me call me back. I’m greatf… https://t.co/nrBVTqjhvz,FALSE,3,DocDisa,2019-07-31 19:42,TRUE,1.16E+18,1.16E+18,35279612,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DocDisa,0,FALSE,FALSE,NA,NA
Being away from Canada has been rewarding and difficult at times. The other day my card just stopped working you ca… https://t.co/e5meSIJLwZ,FALSE,2,NA,2019-07-31 19:40,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DocDisa,0,FALSE,FALSE,NA,NA
@the_ham_man4 Hi Hamman! The mobile banking error seems to be an intermittent issue as we are to log in on our side… https://t.co/iWTLSMDkhr,FALSE,0,the_ham_man4,2019-07-31 19:40,TRUE,1.16E+18,1.16E+18,17213239,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
"@asmith7084 Hi Annie, we're always happy to support a great cause! We appreciate the shout out. ^David",FALSE,1,asmith7084,2019-07-31 19:40,FALSE,1.16E+18,1.16E+18,30368614,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@Costa_Klad Hi Costa. Our Technology team is aware of the issue you've mentioned and is working aggressively to imp… https://t.co/5iACcC5oqJ,FALSE,0,Costa_Klad,2019-07-31 19:37,TRUE,1.16E+18,1.16E+18,74195319,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@rmundgandr Hi There! We're currently experiencing intermittent issues with our Online Banking. In the meantime you… https://t.co/EZoU32pa4g,FALSE,0,rmundgandr,2019-07-31 19:36,TRUE,1.16E+18,1.16E+18,1.16E+18,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
"My office for the day, and some famous handrails.  #Vancouver #downtown #getthatcheddar #CIBC #GuyMariano #ssbsts https://t.co/qzztI8xKb5",FALSE,0,NA,2019-07-31 19:35,FALSE,NA,1.16E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",KiefWellington,0,FALSE,FALSE,NA,NA
"@jonnydoesntknow Hi there, We are aware of the issue you have mentioned and are aggressively working to implement a… https://t.co/qeCq4wX6V6",FALSE,0,jonnydoesntknow,2019-07-31 19:35,TRUE,1.16E+18,1.16E+18,2719705279,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@cibc @lilydee17 Now mobile banking also seems to be down,FALSE,0,cibc,2019-07-31 19:35,FALSE,1.16E+18,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",the_ham_man4,0,FALSE,FALSE,NA,NA
@bob31518957 Hi Bob! Our technology team is aware of the issue you've mentioned and is working aggressively to impl… https://t.co/RsRytBew0Y,FALSE,0,bob31518957,2019-07-31 19:32,TRUE,1.16E+18,1.16E+18,1.14E+18,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@cibc Tangerine bank has no fees and you can use Scotiabank abms,FALSE,0,cibc,2019-07-31 19:32,FALSE,1.13E+18,1.16E+18,27949726,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BAD_HOMBRE_TDOT,0,FALSE,FALSE,NA,NA
@cibc @lilydee17 Mobile Banking is not working for me either.,FALSE,0,cibc,2019-07-31 19:32,FALSE,1.16E+18,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Costa_Klad,0,FALSE,FALSE,NA,NA
"@cibc Your stock is worth $103 and you have hundreds of billions in assets, why is there a fee at all?",FALSE,0,cibc,2019-07-31 19:32,FALSE,1.13E+18,1.16E+18,27949726,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BAD_HOMBRE_TDOT,0,FALSE,FALSE,NA,NA
@lilydee17 Hi there! I can confirm our Online Banking is currently unavailable but we are working on restoring this… https://t.co/qQEi3KOQhb,FALSE,1,lilydee17,2019-07-31 19:29,TRUE,1.16E+18,1.16E+18,176928529,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
@Bill_Morneau You are concerned about capital one and the breach. What about cibc which was to repay overages fees… https://t.co/MRkF7Lpa7R,FALSE,0,Bill_Morneau,2019-07-31 19:28,TRUE,1.16E+18,1.16E+18,2155691491,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",LaytonVince,0,FALSE,FALSE,NA,NA
@cibc is online banking down? It’s the end of the month https://t.co/wplRexywEH,FALSE,0,cibc,2019-07-31 19:28,FALSE,NA,1.16E+18,27949726,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bob31518957,0,FALSE,FALSE,NA,NA
@anikxo @cibc The age of entitlement is real.,FALSE,0,anikxo,2019-07-31 19:27,FALSE,1.16E+18,1.16E+18,3000351543,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",KitchenerLesli2,0,FALSE,FALSE,NA,NA
@Talixj Hi there! Sorry to keep you waiting. Please send us a DM with the Banking Centre location you've visited as… https://t.co/GO9TepPugv,FALSE,0,Talixj,2019-07-31 19:25,TRUE,1.16E+18,1.16E+18,130311398,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
"@PRproguy Hi Stuart! We're working to fix the Online Banking issue at the moment. In the meantime, you are still ab… https://t.co/nBwOLJ9YIX",FALSE,0,PRproguy,2019-07-31 19:25,TRUE,1.16E+18,1.16E+18,204296064,"<a href=\https://www.spredfast.com/\"" rel=\""nofollow\"">Spredfast app</a>""",cibc,0,FALSE,FALSE,NA,NA
Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/ct3SOcvMwT,FALSE,0,NA,2019-07-31 19:23,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",SteveLobbWG,0,FALSE,FALSE,NA,NA
@CIBC I literally just opened a twitter account so I can ask you what exactly is going on with your online banking… https://t.co/wG4487cKX1,FALSE,0,cibc,2019-07-31 19:20,TRUE,NA,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",rmundgandr,0,FALSE,FALSE,NA,NA
@cibc online banking is down right now?,FALSE,0,cibc,2019-07-31 19:16,FALSE,NA,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",lilydee17,0,FALSE,FALSE,NA,NA
"@timtosino @SteffenFrost7 Wrong. I drive thru Thompson twice a month for work, &amp; it’s one of the roughest towns in… https://t.co/tNXwVViukV",FALSE,1,timtosino,2019-07-31 19:15,TRUE,1.16E+18,1.16E+18,556314005,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",youngjustice,0,FALSE,FALSE,NA,NA
"@cibc - correction - online banking is down, mobile still seems to work",FALSE,0,cibc,2019-07-31 19:15,FALSE,NA,1.16E+18,27949726,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PRproguy,0,FALSE,FALSE,NA,NA
@cibc - thank you very much for supporting St. Mike's breast clinic!,FALSE,1,cibc,2019-07-31 19:13,FALSE,NA,1.16E+18,27949726,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",asmith7084,0,FALSE,FALSE,NA,NA
@cibc why is your online banking and investors edge service down on the day the US Fed is making a rate announcemen… https://t.co/62KPH9J7eQ,FALSE,0,cibc,2019-07-31 19:13,TRUE,NA,1.16E+18,27949726,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",jonnydoesntknow,0,FALSE,FALSE,NA,NA
@cibc - why is mobile banking down???,FALSE,0,cibc,2019-07-31 19:13,FALSE,NA,1.16E+18,27949726,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PRproguy,0,FALSE,FALSE,NA,NA
@CryptoCypher @cibc @BanqueCIBC I am also going to kick Cypher and scream at them if you don't respond in 24 hours.… https://t.co/fMFjp50dzo,FALSE,1,CryptoCypher,2019-07-31 19:13,TRUE,1.16E+18,1.16E+18,7.67E+17,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",The4rchangel,0,FALSE,FALSE,NA,NA
"RT @TheC3X: We are now only one month away from #C3X2019. 
We can't thank all the Sponsors and Builders enough who have helped create C3X20…",FALSE,0,NA,2019-07-31 19:12,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MykeMartyn,6,TRUE,FALSE,NA,NA
Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/D19Mr3lify,FALSE,0,NA,2019-07-31 19:07,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",susyninvest,0,FALSE,FALSE,NA,NA
"WOW #cibc 
You have now over 8 people in line.  
1 person as a teller. There is four other people in the building t… https://t.co/DJ3z3kpDJO",FALSE,0,NA,2019-07-31 19:06,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Talixj,0,FALSE,FALSE,NA,NA
#cibc SUCKS,FALSE,0,NA,2019-07-31 19:06,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Talixj,0,FALSE,FALSE,NA,NA
Tc Pipelines $TRP Price Target Raised to C$70.00 at CIBC https://t.co/vKizioOxip,FALSE,0,NA,2019-07-31 19:05,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",TheMarketsDaily,0,FALSE,FALSE,NA,NA
Tc Pipelines $TRP Price Target Raised to C$70.00 at CIBC https://t.co/djcWDf3mAq,FALSE,0,NA,2019-07-31 19:02,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",macondailynews,0,FALSE,FALSE,NA,NA
"Where’s the farthest you’ve ever travelled from home and how long did it take you to get there? Now, you can send a… https://t.co/eQwqMBuOfn",FALSE,0,NA,2019-07-31 19:01,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CIBCFCIBJM,0,FALSE,FALSE,NA,NA
"Where’s the farthest you’ve ever travelled from home and how long did it take you to get there? Now, you can send a… https://t.co/Zggw6JJAkC",FALSE,0,NA,2019-07-31 19:01,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CIBCFCIBBB,0,FALSE,FALSE,NA,NA
RT @gcleafs93: @kennymalhotra @scotiabank @SCENECard @cibc Come to RBC !,FALSE,0,NA,2019-07-31 18:54,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kennymalhotra,1,TRUE,FALSE,NA,NA
Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/RUqqmtujs0,FALSE,0,NA,2019-07-31 18:47,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",BlueHeronWG,0,FALSE,FALSE,NA,NA
@roydanroy @cibc @TransferWise I use transfast to send money to senegal and the fee is very minor. Maybe it is a good choice here as well?,FALSE,0,roydanroy,2019-07-31 18:45,FALSE,1.16E+18,1.16E+18,44073696,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",adjiboussodieng,0,FALSE,FALSE,NA,NA
Cibc Asset Management INC Position in Telus Corp $TU Has Lifted as Market Value Rose https://t.co/4kpm1JFH4x,FALSE,0,NA,2019-07-31 18:39,FALSE,NA,1.16E+18,NA,"<a href=\https://finheadlines.com\"" rel=\""nofollow\"">FinHeadlines</a>""",HeadlinesFin,0,FALSE,FALSE,NA,NA
"@roydanroy @cibc @TransferWise Also, I think they introduced a more expensive guaranteed 1-day service as a default… https://t.co/5dNCipbWeU",FALSE,0,roydanroy,2019-07-31 18:34,TRUE,1.16E+18,1.16E+18,44073696,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",fhuszar,0,FALSE,FALSE,NA,NA
"RT @dbcurren: 1/2 More CIBC: For now we'll stick to our view that the next cut might await the October #FOMC, and that a second quarter poi…",FALSE,0,NA,2019-07-31 18:34,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MConvexity,1,TRUE,FALSE,NA,NA
"2/2 CIBC: As statements accompanying a rate cut go, this one was not as dovish as it might have been &amp; the fact tha… https://t.co/1mbwY5XkgQ",FALSE,0,Cambridge_FX,2019-07-31 18:30,TRUE,1.16E+18,1.16E+18,211189980,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Cambridge_FX,0,FALSE,FALSE,NA,NA
"1/2 More CIBC: For now we'll stick to our view that the next cut might await the October #FOMC, and that a second q… https://t.co/mEUg8xG1er",FALSE,0,NA,2019-07-31 18:30,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Cambridge_FX,0,FALSE,FALSE,NA,NA
"2/2 CIBC: As statements accompanying a rate cut go, this one was not as dovish as it might have been &amp; the fact tha… https://t.co/Z1HQkK5zMe",FALSE,1,dbcurren,2019-07-31 18:30,TRUE,1.16E+18,1.16E+18,258374854,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",dbcurren,0,FALSE,FALSE,NA,NA
"1/2 More CIBC: For now we'll stick to our view that the next cut might await the October #FOMC, and that a second q… https://t.co/ascdFuBPHp",FALSE,0,NA,2019-07-31 18:30,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",dbcurren,1,FALSE,FALSE,NA,NA
2/2 CIBC: But the #Fed opted to reiterate that its base case is still for a sustained #expansion with 2% #inflation… https://t.co/YvISXIdcnw,FALSE,0,dbcurren,2019-07-31 18:27,TRUE,1.16E+18,1.16E+18,258374854,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",dbcurren,0,FALSE,FALSE,NA,NA
